,subgenre_level,class1,class2,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
6417,subgenre-theme,novela sentimental,novela de costumbres,8,nh0202,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental
6418,subgenre-theme,novela sentimental,novela de costumbres,8,nh0207,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6419,subgenre-theme,novela sentimental,novela de costumbres,8,nh0212,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6420,subgenre-theme,novela sentimental,novela de costumbres,8,nh0213,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6421,subgenre-theme,novela sentimental,novela de costumbres,8,nh0214,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6422,subgenre-theme,novela sentimental,novela de costumbres,8,nh0216,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6423,subgenre-theme,novela sentimental,novela de costumbres,8,nh0217,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6424,subgenre-theme,novela sentimental,novela de costumbres,8,nh0218,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6425,subgenre-theme,novela sentimental,novela de costumbres,8,nh0219,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental
6426,subgenre-theme,novela sentimental,novela de costumbres,8,nh0220,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6427,subgenre-theme,novela sentimental,novela de costumbres,8,nh0228,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental
6428,subgenre-theme,novela sentimental,novela de costumbres,8,nh0230,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela de costumbres,novela sentimental
6429,subgenre-theme,novela sentimental,novela de costumbres,8,nh0233,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6430,subgenre-theme,novela sentimental,novela de costumbres,8,nh0237,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6431,subgenre-theme,novela sentimental,novela de costumbres,8,nh0238,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6432,subgenre-theme,novela sentimental,novela de costumbres,8,nh0241,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6433,subgenre-theme,novela sentimental,novela de costumbres,8,nh0242,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6434,subgenre-theme,novela sentimental,novela de costumbres,8,nh0245,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6435,subgenre-theme,novela sentimental,novela de costumbres,8,nh0246,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela sentimental
6436,subgenre-theme,novela sentimental,novela de costumbres,8,nh0250,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6437,subgenre-theme,novela sentimental,novela de costumbres,8,nh0251,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6438,subgenre-theme,novela sentimental,novela de costumbres,8,nh0252,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6439,subgenre-theme,novela sentimental,novela de costumbres,8,nh0254,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6440,subgenre-theme,novela sentimental,novela de costumbres,9,nh0001,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6441,subgenre-theme,novela sentimental,novela de costumbres,9,nh0003,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6442,subgenre-theme,novela sentimental,novela de costumbres,9,nh0005,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6443,subgenre-theme,novela sentimental,novela de costumbres,9,nh0006,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6444,subgenre-theme,novela sentimental,novela de costumbres,9,nh0008,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6445,subgenre-theme,novela sentimental,novela de costumbres,9,nh0010,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6446,subgenre-theme,novela sentimental,novela de costumbres,9,nh0013,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6447,subgenre-theme,novela sentimental,novela de costumbres,9,nh0014,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6448,subgenre-theme,novela sentimental,novela de costumbres,9,nh0018,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6449,subgenre-theme,novela sentimental,novela de costumbres,9,nh0021,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6450,subgenre-theme,novela sentimental,novela de costumbres,9,nh0027,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6451,subgenre-theme,novela sentimental,novela de costumbres,9,nh0034,novela sentimental,novela sentimental,novela de costumbres,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental,novela sentimental
6452,subgenre-theme,novela sentimental,novela de costumbres,9,nh0036,novela de costumbres,novela de costumbres,novela sentimental,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
6453,subgenre-theme,novela sentimental,novela de costumbres,9,nh0039,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres,novela de costumbres
